Label,HOA,Precinct,Type,Longitude,Latitude,Status
302,Val de Vie 1,VDV I: Phase 1,Single residential,18.96596384,-33.8007529,Transferred
303,Val de Vie 1,VDV I: Phase 1,Single residential,18.97866786,-33.82321319,Transferred
303,Val de Vie 1,VDV I: Phase 1,Single residential,18.9659228,-33.80048149,Transferred
304,Val de Vie 1,VDV I: Phase 1,Single residential,18.96616876,-33.80016072,Transferred
304,Val de Vie 1,VDV I: Phase 1,Single residential,18.97858483,-33.82355838,Transferred
985,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96197875,-33.81405496,Transferred
305,Val de Vie 1,VDV I: Phase 1,Single residential,18.9665861,-33.80049444,Transferred
305,Val de Vie 1,VDV I: Phase 1,Single residential,18.97830378,-33.82359713,Transferred
988,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96399167,-33.81762623,Transferred
1154,Val de Vie 2,VDV II: La Vue,Single residential,18.96672583,-33.81473005,Transferred
310,Val de Vie 1,VDV I: Phase 1,Single residential,18.9783326,-33.82232888,Transferred
310,Val de Vie 1,VDV I: Phase 1,Single residential,18.96640603,-33.7995277,Transferred
312,Val de Vie 1,VDV I: Phase 1,Single residential,18.96640477,-33.80323692,Transferred
313,Val de Vie 1,VDV I: Phase 1,Single residential,18.96665414,-33.80310887,Transferred
1593,Val de Vie 2,VDV II: River Club,Single residential,18.95248327,-33.80770291,Transferred
1592,Val de Vie 2,VDV II: River Club,Single residential,18.95282316,-33.8072315,Transferred
986,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.9631197,-33.81500533,Transferred
321,Val de Vie 1,VDV I: Phase 1,Single residential,18.96922479,-33.80199896,Transferred
323,Val de Vie 1,VDV I: Phase 1,Single residential,18.96975596,-33.80222121,Transferred
326,Val de Vie 1,VDV I: Phase 1,Single residential,18.96933339,-33.80274117,Transferred
327,Val de Vie 1,VDV I: Phase 1,Single residential,18.96906069,-33.80268054,Transferred
333,Val de Vie 1,VDV I: Phase 1,Single residential,18.9676626,-33.80361241,Transferred
333,Val de Vie 1,VDV I: Phase 1,Single residential,18.97110582,-33.81071443,Transferred
333,Val de Vie 1,VDV I: Phase 1,Single residential,18.98123719,-33.82346011,Transferred
334,Val de Vie 1,VDV I: Phase 1,Single residential,18.97107037,-33.81082947,Transferred
335,Val de Vie 1,VDV I: Phase 1,Single residential,18.9670814,-33.80385511,Transferred
337,Val de Vie 1,VDV I: Phase 1,Single residential,18.96651838,-33.80377138,Transferred
338,Val de Vie 1,VDV I: Phase 1,Single residential,18.96636918,-33.80359429,Transferred
342,Val de Vie 1,VDV I: Phase 1,Single residential,18.96660656,-33.80172324,Transferred
343,Val de Vie 1,VDV I: Phase 1,Single residential,18.96638287,-33.80156357,Transferred
344,Val de Vie 1,VDV I: Phase 1,Single residential,18.96618221,-33.80192905,Transferred
345,Val de Vie 1,VDV I: Phase 1,Single residential,18.96609492,-33.80226167,Transferred
345,Val de Vie 1,VDV I: Phase 1,Single residential,18.96940083,-33.81087074,Transferred
346,Val de Vie 1,VDV I: Phase 1,Single residential,18.96604251,-33.80255894,Transferred
346,Val de Vie 1,VDV I: Phase 1,Single residential,18.96924917,-33.81083818,Transferred
347,Val de Vie 1,VDV I: Phase 1,Single residential,18.96636494,-33.80244265,Transferred
347,Val de Vie 1,VDV I: Phase 1,Single residential,18.98113718,-33.82484387,Transferred
348,Val de Vie 1,VDV I: Phase 1,Single residential,18.96668017,-33.80229297,Transferred
348,Val de Vie 1,VDV I: Phase 1,Single residential,18.98144458,-33.82477991,Transferred
350,Val de Vie 1,VDV I: Phase 1,Single residential,18.96540296,-33.80241633,Transferred
350,Val de Vie 1,VDV I: Phase 1,Single residential,18.96912392,-33.81107888,Transferred
350,Val de Vie 1,VDV I: Phase 1,Single residential,18.98205385,-33.82463667,Transferred
351,Val de Vie 1,VDV I: Phase 1,Single residential,18.96928082,-33.81111257,Transferred
351,Val de Vie 1,VDV I: Phase 1,Single residential,18.96546512,-33.80219603,Transferred
351,Val de Vie 1,VDV I: Phase 1,Single residential,18.98235522,-33.82455464,Transferred
982,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96029684,-33.81164419,Transferred
352,Val de Vie 1,VDV I: Phase 1,Single residential,18.9655371,-33.8019788,Transferred
352,Val de Vie 1,VDV I: Phase 1,Single residential,18.96946012,-33.81115108,Transferred
352,Val de Vie 1,VDV I: Phase 1,Single residential,18.98268909,-33.82449154,Transferred
353,Val de Vie 1,VDV I: Phase 1,Single residential,18.96560908,-33.80176156,Transferred
353,Val de Vie 1,VDV I: Phase 1,Single residential,18.96961179,-33.81118365,Transferred
353,Val de Vie 1,VDV I: Phase 1,Single residential,18.98345372,-33.82598735,Transferred
354,Val de Vie 1,VDV I: Phase 1,Single residential,18.96568952,-33.80154087,Transferred
354,Val de Vie 1,VDV I: Phase 1,Single residential,18.98303389,-33.82603537,Transferred
354,Val de Vie 1,VDV I: Phase 1,Single residential,18.96976869,-33.81121734,Transferred
978,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96036965,-33.80830589,Transferred
355,Val de Vie 1,VDV I: Phase 1,Single residential,18.96551232,-33.80134658,Transferred
355,Val de Vie 1,VDV I: Phase 1,Single residential,18.98268704,-33.82605238,Transferred
355,Val de Vie 1,VDV I: Phase 1,Single residential,18.96992559,-33.81125103,Transferred
356,Val de Vie 1,VDV I: Phase 1,Single residential,18.96525891,-33.80118721,Transferred
356,Val de Vie 1,VDV I: Phase 1,Single residential,18.98235874,-33.82607613,Transferred
357,Val de Vie 1,VDV I: Phase 1,Single residential,18.96491323,-33.80113823,Transferred
357,Val de Vie 1,VDV I: Phase 1,Single residential,18.98201538,-33.82611946,Transferred
981,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.95882631,-33.81039237,Transferred
358,Val de Vie 1,VDV I: Phase 1,Single residential,18.96464371,-33.80132131,Transferred
358,Val de Vie 1,VDV I: Phase 1,Single residential,18.98165847,-33.82618543,Transferred
359,Val de Vie 1,VDV I: Phase 1,Single residential,18.96456852,-33.80159845,Transferred
359,Val de Vie 1,VDV I: Phase 1,Single residential,18.97080237,-33.81164384,Transferred
359,Val de Vie 1,VDV I: Phase 1,Single residential,18.98127391,-33.82616586,Transferred
1588,Val de Vie 2,VDV II: River Club,Single residential,18.95483527,-33.80492294,Transferred
361,Val de Vie 1,VDV I: Phase 1,Single residential,18.96439118,-33.80213843,Transferred
361,Val de Vie 1,VDV I: Phase 1,Single residential,18.98062666,-33.82597708,Transferred
366,Val de Vie 1,VDV I: Phase 1,Single residential,18.98315006,-33.82550251,Transferred
366,Val de Vie 1,VDV I: Phase 1,Single residential,18.97235783,-33.80031756,Transferred
367,Val de Vie 1,VDV I: Phase 1,Single residential,18.98281675,-33.82550522,Transferred
367,Val de Vie 1,VDV I: Phase 1,Single residential,18.97256007,-33.80018486,Transferred
368,Val de Vie 1,VDV I: Phase 1,Single residential,18.98247957,-33.82551856,Transferred
368,Val de Vie 1,VDV I: Phase 1,Single residential,18.97277769,-33.80004783,Transferred
369,Val de Vie 1,VDV I: Phase 1,Single residential,18.98214662,-33.82556544,Transferred
369,Val de Vie 1,VDV I: Phase 1,Single residential,18.97300829,-33.79994101,Transferred
370,Val de Vie 1,VDV I: Phase 1,Single residential,18.9818074,-33.82561647,Transferred
370,Val de Vie 1,VDV I: Phase 1,Single residential,18.97325297,-33.79982205,Transferred
1234,Val de Vie 2,VDV II: La Vue,Single residential,18.96846489,-33.81526249,Transferred
371,Val de Vie 1,VDV I: Phase 1,Single residential,18.98146666,-33.82563365,Transferred
371,Val de Vie 1,VDV I: Phase 1,Single residential,18.97347591,-33.79970778,Transferred
372,Val de Vie 1,VDV I: Phase 1,Single residential,18.98114004,-33.82552982,Transferred
372,Val de Vie 1,VDV I: Phase 1,Single residential,18.97370636,-33.79958943,Transferred
373,Val de Vie 1,VDV I: Phase 1,Single residential,18.98094958,-33.82528313,Transferred
373,Val de Vie 1,VDV I: Phase 1,Single residential,18.97394494,-33.79948041,Transferred
1313,Val de Vie 2,VDV II: La Vue,Single residential,18.97102391,-33.81473675,Transferred
374,Val de Vie 1,VDV I: Phase 1,Single residential,18.97413763,-33.79980507,Transferred
1157,Val de Vie 2,VDV II: La Vue,Single residential,18.967987,-33.81424107,Transferred
382,Val de Vie 1,VDV I: Phase 1,Single residential,18.97334228,-33.80138723,Transferred
1181,Val de Vie 2,VDV II: La Vue,Single residential,18.9672358,-33.8151437,Transferred
386,Val de Vie 1,VDV I: Phase 1,Single residential,18.97391237,-33.801957,Transferred
387,Val de Vie 1,VDV I: Phase 1,Single residential,18.97413377,-33.80186036,Transferred
1312,Val de Vie 2,VDV II: La Vue,Single residential,18.97015251,-33.81533737,Transferred
388,Val de Vie 1,VDV I: Phase 1,Single residential,18.96856586,-33.81215467,Transferred
388,Val de Vie 1,VDV I: Phase 1,Single residential,18.9744124,-33.8018852,Transferred
389,Val de Vie 1,VDV I: Phase 1,Single residential,18.97468693,-33.80186596,Transferred
392,Val de Vie 1,VDV I: Phase 1,Single residential,18.97425266,-33.80244032,Transferred
1169,Val de Vie 2,VDV II: La Vue,Single residential,18.97114455,-33.81362968,Transferred
393,Val de Vie 1,VDV I: Phase 1,Single residential,18.97398674,-33.80236094,Transferred
394,Val de Vie 1,VDV I: Phase 1,Single residential,18.97372527,-33.80230478,Transferred
395,Val de Vie 1,VDV I: Phase 1,Single residential,18.96862693,-33.8124954,Transferred
395,Val de Vie 1,VDV I: Phase 1,Single residential,18.97346381,-33.80224862,Transferred
396,Val de Vie 1,VDV I: Phase 1,Single residential,18.96847654,-33.812465,Transferred
396,Val de Vie 1,VDV I: Phase 1,Single residential,18.97320234,-33.80219246,Transferred
1170,Val de Vie 2,VDV II: La Vue,Single residential,18.97083511,-33.81374799,Transferred
397,Val de Vie 1,VDV I: Phase 1,Single residential,18.96847703,-33.81265952,Transferred
397,Val de Vie 1,VDV I: Phase 1,Single residential,18.97294087,-33.8021363,Transferred
398,Val de Vie 1,VDV I: Phase 1,Single residential,18.96843875,-33.81277259,Transferred
398,Val de Vie 1,VDV I: Phase 1,Single residential,18.97267941,-33.80208014,Transferred
399,Val de Vie 1,VDV I: Phase 1,Single residential,18.97283124,-33.80172638,Transferred
1300,Val de Vie 2,VDV II: La Vue,Single residential,18.97032996,-33.81477388,Transferred
400,Val de Vie 1,VDV I: Phase 1,Single residential,18.97285063,-33.80151088,Transferred
401,Val de Vie 1,VDV I: Phase 1,Single residential,18.97284429,-33.80129638,Transferred
1297,Val de Vie 2,VDV II: La Vue,Single residential,18.96919671,-33.81497873,Transferred
402,Val de Vie 1,VDV I: Phase 1,Single residential,18.97279817,-33.80107797,Transferred
403,Val de Vie 1,VDV I: Phase 1,Single residential,18.97272801,-33.80086121,Transferred
404,Val de Vie 1,VDV I: Phase 1,Single residential,18.97263072,-33.80067454,Transferred
405,Val de Vie 1,VDV I: Phase 1,Single residential,18.97249959,-33.80267803,Transferred
1173,Val de Vie 2,VDV II: La Vue,Single residential,18.96967209,-33.81419898,Transferred
406,Val de Vie 1,VDV I: Phase 1,Single residential,18.97274325,-33.80273851,Transferred
407,Val de Vie 1,VDV I: Phase 1,Single residential,18.97298768,-33.80279101,Transferred
408,Val de Vie 1,VDV I: Phase 1,Single residential,18.9732321,-33.80284351,Transferred
1317,Val de Vie 2,VDV II: La Vue,Single residential,18.97144441,-33.81410605,Transferred
409,Val de Vie 1,VDV I: Phase 1,Single residential,18.97347652,-33.80289601,Transferred
410,Val de Vie 1,VDV I: Phase 1,Single residential,18.97372094,-33.80294851,Transferred
410,Val de Vie 1,VDV I: Phase 1,Single residential,18.98559618,-33.82556737,Transferred
411,Val de Vie 1,VDV I: Phase 1,Single residential,18.97396536,-33.80300101,Transferred
1161,Val de Vie 2,VDV II: La Vue,Single residential,18.96939512,-33.81369502,Transferred
412,Val de Vie 1,VDV I: Phase 1,Single residential,18.97421138,-33.80304934,Transferred
413,Val de Vie 1,VDV I: Phase 1,Single residential,18.97444778,-33.80313389,Transferred
414,Val de Vie 1,VDV I: Phase 1,Single residential,18.97460424,-33.8033076,Transferred
1160,Val de Vie 2,VDV II: La Vue,Single residential,18.96910125,-33.81380897,Transferred
417,Val de Vie 1,VDV I: Phase 1,Single residential,18.98695485,-33.82438724,Transferred
1301,Val de Vie 2,VDV II: La Vue,Single residential,18.97043613,-33.81496467,Transferred
1174,Val de Vie 2,VDV II: La Vue,Single residential,18.96938881,-33.81430883,Transferred
421,Val de Vie 1,VDV I: Phase 1,Single residential,18.9739317,-33.80346318,Transferred
422,Val de Vie 1,VDV I: Phase 1,Single residential,18.97368253,-33.80341737,Transferred
423,Val de Vie 1,VDV I: Phase 1,Single residential,18.97343644,-33.80336451,Transferred
1314,Val de Vie 2,VDV II: La Vue,Single residential,18.97091774,-33.81454601,Transferred
424,Val de Vie 1,VDV I: Phase 1,Single residential,18.97319034,-33.80331165,Transferred
424,Val de Vie 1,VDV I: Phase 1,Single residential,18.9871698,-33.82458859,Transferred
425,Val de Vie 1,VDV I: Phase 1,Single residential,18.97294425,-33.80325879,Transferred
426,Val de Vie 1,VDV I: Phase 1,Single residential,18.97269815,-33.80320593,Transferred
427,Val de Vie 1,VDV I: Phase 1,Single residential,18.97245206,-33.80315305,Transferred
1328,Val de Vie 2,VDV II: La Vue,Single residential,18.97115811,-33.81497791,Transferred
429,Val de Vie 1,VDV I: Phase 1,Single residential,18.97488926,-33.7990505,Transferred
430,Val de Vie 1,VDV I: Phase 1,Single residential,18.9751355,-33.79892673,Transferred
431,Val de Vie 1,VDV I: Phase 1,Single residential,18.97535339,-33.79880049,Transferred
1176,Val de Vie 2,VDV II: La Vue,Single residential,18.96882483,-33.81452951,Transferred
432,Val de Vie 1,VDV I: Phase 1,Single residential,18.98609461,-33.82603228,Transferred
432,Val de Vie 1,VDV I: Phase 1,Single residential,18.97557206,-33.79869709,Transferred
433,Val de Vie 1,VDV I: Phase 1,Single residential,18.97576985,-33.79892082,Transferred
434,Val de Vie 1,VDV I: Phase 1,Single residential,18.97599724,-33.79878533,Transferred
1159,Val de Vie 2,VDV II: La Vue,Single residential,18.96872166,-33.81395618,Transferred
436,Val de Vie 1,VDV I: Phase 1,Single residential,18.98163865,-33.82751922,Transferred
436,Val de Vie 1,VDV I: Phase 1,Single residential,18.97599613,-33.79841741,Transferred
437,Val de Vie 1,VDV I: Phase 1,Single residential,18.98195883,-33.82760147,Transferred
437,Val de Vie 1,VDV I: Phase 1,Single residential,18.97620991,-33.79828638,Transferred
1180,Val de Vie 2,VDV II: La Vue,Single residential,18.96750025,-33.81504117,Transferred
438,Val de Vie 1,VDV I: Phase 1,Single residential,18.98225387,-33.82763659,Transferred
438,Val de Vie 1,VDV I: Phase 1,Single residential,18.97642273,-33.79813566,Transferred
440,Val de Vie 1,VDV I: Phase 1,Single residential,18.97693298,-33.79821465,Transferred
1178,Val de Vie 2,VDV II: La Vue,Single residential,18.96802921,-33.81483606,Transferred
441,Val de Vie 1,VDV I: Phase 1,Single residential,18.97720274,-33.79826481,Transferred
443,Val de Vie 1,VDV I: Phase 1,Single residential,18.97745772,-33.79863471,Transferred
1179,Val de Vie 2,VDV II: La Vue,Single residential,18.96776473,-33.81493861,Transferred
444,Val de Vie 1,VDV I: Phase 1,Single residential,18.97755717,-33.79884574,Transferred
445,Val de Vie 1,VDV I: Phase 1,Single residential,18.97767092,-33.7990731,Transferred
1155,Val de Vie 2,VDV II: La Vue,Single residential,18.9672033,-33.81454489,Transferred
446,Val de Vie 1,VDV I: Phase 1,Single residential,18.9725145,-33.81853494,Transferred
446,Val de Vie 1,VDV I: Phase 1,Single residential,18.9774066,-33.79917029,Transferred
447,Val de Vie 1,VDV I: Phase 1,Single residential,18.97219761,-33.8186715,Transferred
447,Val de Vie 1,VDV I: Phase 1,Single residential,18.97712428,-33.7992126,Transferred
448,Val de Vie 1,VDV I: Phase 1,Single residential,18.97188293,-33.81880757,Transferred
448,Val de Vie 1,VDV I: Phase 1,Single residential,18.97681009,-33.79928082,Transferred
1326,Val de Vie 2,VDV II: La Vue,Single residential,18.97143399,-33.81533417,Transferred
449,Val de Vie 1,VDV I: Phase 1,Single residential,18.97156813,-33.81894206,Transferred
449,Val de Vie 1,VDV I: Phase 1,Single residential,18.97682689,-33.79950619,Transferred
450,Val de Vie 1,VDV I: Phase 1,Single residential,18.97129657,-33.81914685,Transferred
450,Val de Vie 1,VDV I: Phase 1,Single residential,18.97714367,-33.79947435,Transferred
451,Val de Vie 1,VDV I: Phase 1,Single residential,18.97110383,-33.81940253,Transferred
451,Val de Vie 1,VDV I: Phase 1,Single residential,18.97742711,-33.79944966,Transferred
1242,Val de Vie 2,VDV II: La Vue,Single residential,18.96878562,-33.81560647,Transferred
452,Val de Vie 1,VDV I: Phase 1,Single residential,18.97093081,-33.81966693,Transferred
452,Val de Vie 1,VDV I: Phase 1,Single residential,18.97773614,-33.79932611,Transferred
453,Val de Vie 1,VDV I: Phase 1,Single residential,18.97077078,-33.81992844,Transferred
453,Val de Vie 1,VDV I: Phase 1,Single residential,18.97782975,-33.79950387,Transferred
454,Val de Vie 1,VDV I: Phase 1,Single residential,18.97065994,-33.82019179,Transferred
454,Val de Vie 1,VDV I: Phase 1,Single residential,18.97808334,-33.79990674,Transferred
1233,Val de Vie 2,VDV II: La Vue,Single residential,18.96793585,-33.81546867,Transferred
455,Val de Vie 1,VDV I: Phase 1,Single residential,18.97062264,-33.8204589,Transferred
455,Val de Vie 1,VDV I: Phase 1,Single residential,18.97779875,-33.79990041,Transferred
456,Val de Vie 1,VDV I: Phase 1,Single residential,18.97057399,-33.82073262,Transferred
456,Val de Vie 1,VDV I: Phase 1,Single residential,18.9772637,-33.79987687,Transferred
457,Val de Vie 1,VDV I: Phase 1,Single residential,18.97067348,-33.8209973,Transferred
457,Val de Vie 1,VDV I: Phase 1,Single residential,18.97698021,-33.79988952,Transferred
1232,Val de Vie 2,VDV II: La Vue,Single residential,18.967509,-33.81563421,Transferred
458,Val de Vie 1,VDV I: Phase 1,Single residential,18.97096935,-33.82113965,Transferred
458,Val de Vie 1,VDV I: Phase 1,Single residential,18.97671014,-33.79992225,Transferred
459,Val de Vie 1,VDV I: Phase 1,Single residential,18.97131602,-33.82117595,Transferred
459,Val de Vie 1,VDV I: Phase 1,Single residential,18.97651186,-33.80008695,Transferred
1310,Val de Vie 2,VDV II: La Vue,Single residential,18.9696467,-33.81553569,Transferred
460,Val de Vie 1,VDV I: Phase 1,Single residential,18.97163213,-33.82125103,Transferred
461,Val de Vie 1,VDV I: Phase 1,Single residential,18.9719026,-33.821402,Transferred
461,Val de Vie 1,VDV I: Phase 1,Single residential,18.97582087,-33.80012225,Transferred
462,Val de Vie 1,VDV I: Phase 1,Single residential,18.97220091,-33.82154006,Transferred
462,Val de Vie 1,VDV I: Phase 1,Single residential,18.9757935,-33.79984943,Transferred
1163,Val de Vie 2,VDV II: La Vue,Single residential,18.97023905,-33.81336776,Transferred
463,Val de Vie 1,VDV I: Phase 1,Single residential,18.97250855,-33.82162642,Transferred
463,Val de Vie 1,VDV I: Phase 1,Single residential,18.97551984,-33.79986225,Transferred
464,Val de Vie 1,VDV I: Phase 1,Single residential,18.97285856,-33.82165962,Transferred
464,Val de Vie 1,VDV I: Phase 1,Single residential,18.9755177,-33.80015212,Transferred
465,Val de Vie 1,VDV I: Phase 1,Single residential,18.97521069,-33.80016216,Transferred
1156,Val de Vie 2,VDV II: La Vue,Single residential,18.96757065,-33.81440245,Transferred
466,Val de Vie 1,VDV I: Phase 1,Single residential,18.97516405,-33.79988063,Transferred
467,Val de Vie 1,VDV I: Phase 1,Single residential,18.97251197,-33.8223813,Transferred
467,Val de Vie 1,VDV I: Phase 1,Single residential,18.97492423,-33.79932089,Transferred
1158,Val de Vie 2,VDV II: La Vue,Single residential,18.96835433,-33.81409862,Transferred
468,Val de Vie 1,VDV I: Phase 1,Single residential,18.97216061,-33.82221838,Transferred
468,Val de Vie 1,VDV I: Phase 1,Single residential,18.97512497,-33.79947506,Transferred
469,Val de Vie 1,VDV I: Phase 1,Single residential,18.97184224,-33.82207557,Transferred
469,Val de Vie 1,VDV I: Phase 1,Single residential,18.97540012,-33.79943697,Transferred
470,Val de Vie 1,VDV I: Phase 1,Single residential,18.97153199,-33.82192355,Transferred
470,Val de Vie 1,VDV I: Phase 1,Single residential,18.97568736,-33.79943845,Transferred
1311,Val de Vie 2,VDV II: La Vue,Single residential,18.96990003,-33.81543747,Transferred
471,Val de Vie 1,VDV I: Phase 1,Single residential,18.97122096,-33.8217752,Transferred
471,Val de Vie 1,VDV I: Phase 1,Single residential,18.97558843,-33.79920713,Transferred
472,Val de Vie 1,VDV I: Phase 1,Single residential,18.97082083,-33.82176556,Transferred
472,Val de Vie 1,VDV I: Phase 1,Single residential,18.97704031,-33.7988459,Transferred
473,Val de Vie 1,VDV I: Phase 1,Single residential,18.97049612,-33.82172991,Transferred
473,Val de Vie 1,VDV I: Phase 1,Single residential,18.97668694,-33.79893537,Transferred
1299,Val de Vie 2,VDV II: La Vue,Single residential,18.97016259,-33.81458069,Transferred
474,Val de Vie 1,VDV I: Phase 1,Single residential,18.97639001,-33.79878013,Transferred
475,Val de Vie 1,VDV I: Phase 1,Single residential,18.97651535,-33.798577,Transferred
478,Val de Vie 1,VDV I: Phase 1,Single residential,18.96939893,-33.82076007,Transferred
478,Val de Vie 1,VDV I: Phase 1,Single residential,18.97654427,-33.80054969,Transferred
1298,Val de Vie 2,VDV II: La Vue,Single residential,18.96972674,-33.81477424,Transferred
479,Val de Vie 1,VDV I: Phase 1,Single residential,18.96917289,-33.82059029,Transferred
479,Val de Vie 1,VDV I: Phase 1,Single residential,18.97675932,-33.80069162,Transferred
1171,Val de Vie 2,VDV II: La Vue,Single residential,18.9705389,-33.81386284,Transferred
480,Val de Vie 1,VDV I: Phase 1,Single residential,18.96889577,-33.82049918,Transferred
480,Val de Vie 1,VDV I: Phase 1,Single residential,18.97702336,-33.8006962,Transferred
481,Val de Vie 1,VDV I: Phase 1,Single residential,18.96859757,-33.82043086,Transferred
482,Val de Vie 1,VDV I: Phase 1,Single residential,18.96831855,-33.82030752,Transferred
482,Val de Vie 1,VDV I: Phase 1,Single residential,18.97760064,-33.80069885,Transferred
1177,Val de Vie 2,VDV II: La Vue,Single residential,18.96829786,-33.81473389,Transferred
483,Val de Vie 1,VDV I: Phase 1,Single residential,18.96810225,-33.820102,Transferred
483,Val de Vie 1,VDV I: Phase 1,Single residential,18.97758161,-33.80097984,Transferred
1175,Val de Vie 2,VDV II: La Vue,Single residential,18.96910553,-33.81441869,Transferred
484,Val de Vie 1,VDV I: Phase 1,Single residential,18.97729453,-33.80114991,Transferred
485,Val de Vie 1,VDV I: Phase 1,Single residential,18.97692252,-33.80107801,Transferred
486,Val de Vie 1,VDV I: Phase 1,Single residential,18.97709646,-33.80130049,Transferred
487,Val de Vie 1,VDV I: Phase 1,Single residential,18.97735455,-33.80144766,Transferred
488,Val de Vie 1,VDV I: Phase 1,Single residential,18.97762907,-33.80123979,Transferred
489,Val de Vie 1,VDV I: Phase 1,Single residential,18.97790453,-33.80135703,Transferred
490,Val de Vie 1,VDV I: Phase 1,Single residential,18.97800053,-33.80159695,Transferred
491,Val de Vie 1,VDV I: Phase 1,Single residential,18.97411315,-33.82132173,Transferred
491,Val de Vie 1,VDV I: Phase 1,Single residential,18.9779356,-33.80186039,Transferred
492,Val de Vie 1,VDV I: Phase 1,Single residential,18.97766168,-33.80174622,Transferred
493,Val de Vie 1,VDV I: Phase 1,Single residential,18.97747122,-33.80199125,Transferred
494,Val de Vie 1,VDV I: Phase 1,Single residential,18.97315472,-33.822323,Transferred
494,Val de Vie 1,VDV I: Phase 1,Single residential,18.97760067,-33.80219451,Transferred
497,Val de Vie 1,VDV I: Phase 1,Single residential,18.97700454,-33.80218693,Transferred
498,Val de Vie 1,VDV I: Phase 1,Single residential,18.97700921,-33.8019485,Transferred
499,Val de Vie 1,VDV I: Phase 1,Single residential,18.97692293,-33.80172092,Transferred
503,Val de Vie 1,VDV I: Phase 1,Single residential,18.9762243,-33.80147981,Transferred
504,Val de Vie 1,VDV I: Phase 1,Single residential,18.97591115,-33.80192567,Transferred
505,Val de Vie 1,VDV I: Phase 1,Single residential,18.97567661,-33.80202989,Transferred
505,Val de Vie 1,VDV I: Phase 1,Single residential,18.98741269,-33.82535089,Transferred
506,Val de Vie 1,VDV I: Phase 1,Single residential,18.97534896,-33.80198125,Transferred
507,Val de Vie 1,VDV I: Phase 1,Single residential,18.97511659,-33.80169462,Transferred
508,Val de Vie 1,VDV I: Phase 1,Single residential,18.97537425,-33.80158951,Transferred
508,Val de Vie 1,VDV I: Phase 1,Single residential,18.98796151,-33.82509581,Transferred
509,Val de Vie 1,VDV I: Phase 1,Single residential,18.97567591,-33.80147996,Transferred
510,Val de Vie 1,VDV I: Phase 1,Single residential,18.97578628,-33.8012699,Transferred
511,Val de Vie 1,VDV I: Phase 1,Single residential,18.97574981,-33.80105058,Transferred
512,Val de Vie 1,VDV I: Phase 1,Single residential,18.97557448,-33.80082658,Transferred
513,Val de Vie 1,VDV I: Phase 1,Single residential,18.97549212,-33.80060859,Transferred
514,Val de Vie 1,VDV I: Phase 1,Single residential,18.97584657,-33.80059563,Transferred
515,Val de Vie 1,VDV I: Phase 1,Single residential,18.97611679,-33.80059664,Transferred
517,Val de Vie 1,VDV I: Phase 1,Single residential,18.97861216,-33.80273274,Transferred
518,Val de Vie 1,VDV I: Phase 1,Single residential,18.97887785,-33.80273674,Transferred
519,Val de Vie 1,VDV I: Phase 1,Single residential,18.97912583,-33.80273213,Transferred
520,Val de Vie 1,VDV I: Phase 1,Single residential,18.97901932,-33.80316513,Transferred
521,Val de Vie 1,VDV I: Phase 1,Single residential,18.98322554,-33.82720216,Transferred
521,Val de Vie 1,VDV I: Phase 1,Single residential,18.97905645,-33.80338538,Transferred
522,Val de Vie 1,VDV I: Phase 1,Single residential,18.98359889,-33.82699525,Transferred
523,Val de Vie 1,VDV I: Phase 1,Single residential,18.98397158,-33.82680198,Transferred
524,Val de Vie 1,VDV I: Phase 1,Single residential,18.97915883,-33.80403825,Transferred
525,Val de Vie 1,VDV I: Phase 1,Single residential,18.98470085,-33.82639712,Transferred
525,Val de Vie 1,VDV I: Phase 1,Single residential,18.97912825,-33.80425587,Transferred
526,Val de Vie 1,VDV I: Phase 1,Single residential,18.97901533,-33.80445716,Transferred
526,Val de Vie 1,VDV I: Phase 1,Single residential,18.9850348,-33.82620586,Transferred
527,Val de Vie 1,VDV I: Phase 1,Single residential,18.97883197,-33.80462223,Transferred
528,Val de Vie 1,VDV I: Phase 1,Single residential,18.97858611,-33.80473016,Transferred
529,Val de Vie 1,VDV I: Phase 1,Single residential,18.97830615,-33.80479215,Transferred
530,Val de Vie 1,VDV I: Phase 1,Single residential,18.98484883,-33.82675343,Transferred
530,Val de Vie 1,VDV I: Phase 1,Single residential,18.97803276,-33.80484906,Transferred
531,Val de Vie 1,VDV I: Phase 1,Single residential,18.98460165,-33.82688839,Transferred
531,Val de Vie 1,VDV I: Phase 1,Single residential,18.97753646,-33.80496324,Transferred
532,Val de Vie 1,VDV I: Phase 1,Single residential,18.98434632,-33.82702433,Transferred
533,Val de Vie 1,VDV I: Phase 1,Single residential,18.98409012,-33.82715667,Transferred
534,Val de Vie 1,VDV I: Phase 1,Single residential,18.98383687,-33.82728989,Transferred
535,Val de Vie 1,VDV I: Phase 1,Single residential,18.98358179,-33.82742653,Transferred
535,Val de Vie 1,VDV I: Phase 1,Single residential,18.97637834,-33.80521042,Transferred
536,Val de Vie 1,VDV I: Phase 1,Single residential,18.98332337,-33.82756372,Transferred
